,filename,Category
0,clothmask-10.png,0
1,clothmask-2.png,0
2,clothmask-3.png,0
3,clothmask-38.png,0
4,clothmask-44.png,0
5,N95-1042.png,1
6,N95-1164.png,1
7,N95-1165.png,1
8,N95-1269.png,1
9,N95_withValve-1212.png,2
10,N95_withValve-1217.png,2
11,N95_withValve-1229.png,2
12,N95_withValve-1238.png,2
13,NoMask-100.png,3
14,NoMask-112.png,3
15,NoMask-331.png,3
16,NoMask-348.png,3
17,NoMask-359.png,3
18,NoMask-360.png,3
19,SurgicalMask-1243.png,4
20,SurgicalMask-1244.png,4
21,SurgicalMask-1273.png,4
22,SurgicalMask-1382.png,4
23,SurgicalMask-1423.png,4
