,filename,Category
0,clothmask-0.png,0
1,clothmask-1.png,0
2,clothmask-10.png,0
3,clothmask-100.png,0
4,clothmask-101.png,0
5,clothmask-102.png,0
6,clothmask-103.png,0
7,clothmask-104.png,0
8,clothmask-105.png,0
9,clothmask-106.png,0
10,clothmask-107.png,0
11,clothmask-108.png,0
12,clothmask-109.png,0
13,clothmask-11.png,0
14,clothmask-110.png,0
15,clothmask-111.png,0
16,clothmask-112.png,0
17,clothmask-113.png,0
18,clothmask-114.png,0
19,clothmask-115.png,0
20,clothmask-116.png,0
21,clothmask-117.png,0
22,clothmask-118.png,0
23,clothmask-119.png,0
24,clothmask-12.png,0
25,clothmask-120.png,0
26,clothmask-121.png,0
27,clothmask-122.png,0
28,clothmask-123.png,0
29,clothmask-124.png,0
30,clothmask-125.png,0
31,clothmask-126.png,0
32,clothmask-127.png,0
33,clothmask-128.png,0
34,clothmask-129.png,0
35,clothmask-13.png,0
36,clothmask-130.png,0
37,clothmask-131.png,0
38,clothmask-132.png,0
39,clothmask-133.png,0
40,clothmask-134.png,0
41,clothmask-135.png,0
42,clothmask-136.png,0
43,clothmask-137.png,0
44,clothmask-138.png,0
45,clothmask-139.png,0
46,clothmask-14.png,0
47,clothmask-140.png,0
48,clothmask-141.png,0
49,clothmask-142.png,0
50,clothmask-143.png,0
51,clothmask-144.png,0
52,clothmask-145.png,0
53,clothmask-146.png,0
54,clothmask-147.png,0
55,clothmask-148.png,0
56,clothmask-149.png,0
57,clothmask-15.png,0
58,clothmask-150.png,0
59,clothmask-151.png,0
60,clothmask-152.png,0
61,clothmask-153.png,0
62,clothmask-154.png,0
63,clothmask-155.png,0
64,clothmask-156.png,0
65,clothmask-157.png,0
66,clothmask-158.png,0
67,clothmask-159.png,0
68,clothmask-16.png,0
69,clothmask-160.png,0
70,clothmask-161.png,0
71,clothmask-162.png,0
72,clothmask-163.png,0
73,clothmask-164.png,0
74,clothmask-165.png,0
75,clothmask-166.png,0
76,clothmask-167.png,0
77,clothmask-168.png,0
78,clothmask-169.png,0
79,clothmask-17.png,0
80,clothmask-170.png,0
81,clothmask-171.png,0
82,clothmask-172.png,0
83,clothmask-173.png,0
84,clothmask-174.png,0
85,clothmask-175.png,0
86,clothmask-176.png,0
87,clothmask-177.png,0
88,clothmask-178.png,0
89,clothmask-179.png,0
90,clothmask-18.png,0
91,clothmask-180.png,0
92,clothmask-181.png,0
93,clothmask-182.png,0
94,clothmask-183.png,0
95,clothmask-184.png,0
96,clothmask-185.png,0
97,clothmask-186.png,0
98,clothmask-187.png,0
99,clothmask-188.png,0
100,clothmask-189.png,0
101,clothmask-19.png,0
102,clothmask-190.png,0
103,clothmask-191.png,0
104,clothmask-192.png,0
105,clothmask-193.png,0
106,clothmask-194.png,0
107,clothmask-195.png,0
108,clothmask-196.png,0
109,clothmask-197.png,0
110,clothmask-198.png,0
111,clothmask-199.png,0
112,clothmask-2.png,0
113,clothmask-20.png,0
114,clothmask-200.png,0
115,clothmask-201.png,0
116,clothmask-202.png,0
117,clothmask-203.png,0
118,clothmask-204.png,0
119,clothmask-205.png,0
120,clothmask-206.png,0
121,clothmask-207.png,0
122,clothmask-208.png,0
123,clothmask-209.png,0
124,clothmask-21.png,0
125,clothmask-210.png,0
126,clothmask-211.png,0
127,clothmask-212.png,0
128,clothmask-213.png,0
129,clothmask-214.png,0
130,clothmask-215.png,0
131,clothmask-216.png,0
132,clothmask-217.png,0
133,clothmask-218.png,0
134,clothmask-219.png,0
135,clothmask-22.png,0
136,clothmask-220.png,0
137,clothmask-221.png,0
138,clothmask-222.png,0
139,clothmask-223.png,0
140,clothmask-224.png,0
141,clothmask-225.png,0
142,clothmask-226.png,0
143,clothmask-227.png,0
144,clothmask-228.png,0
145,clothmask-229.png,0
146,clothmask-23.png,0
147,clothmask-230.png,0
148,clothmask-231.png,0
149,clothmask-232.png,0
150,clothmask-233.png,0
151,clothmask-234.png,0
152,clothmask-235.png,0
153,clothmask-236.png,0
154,clothmask-237.png,0
155,clothmask-238.png,0
156,clothmask-239.png,0
157,clothmask-24.png,0
158,clothmask-240.png,0
159,clothmask-241.png,0
160,clothmask-242.png,0
161,clothmask-243.png,0
162,clothmask-244.png,0
163,clothmask-245.png,0
164,clothmask-246.png,0
165,clothmask-247.png,0
166,clothmask-248.png,0
167,clothmask-249.png,0
168,clothmask-25.png,0
169,clothmask-250.png,0
170,clothmask-251.png,0
171,clothmask-252.png,0
172,clothmask-253.png,0
173,clothmask-254.png,0
174,clothmask-255.png,0
175,clothmask-256.png,0
176,clothmask-257.png,0
177,clothmask-258.png,0
178,clothmask-259.png,0
179,clothmask-26.png,0
180,clothmask-260.png,0
181,clothmask-261.png,0
182,clothmask-262.png,0
183,clothmask-263.png,0
184,clothmask-264.png,0
185,clothmask-265.png,0
186,clothmask-266.png,0
187,clothmask-267.png,0
188,clothmask-268.png,0
189,clothmask-269.png,0
190,clothmask-27.png,0
191,clothmask-270.png,0
